query_id,doc_id,rank,score
q03,pdf_0491_ms-cse-worksheet-new::chunk_001,69,12.7136
q03,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_001,70,12.5838
q03,pdf_0427_eee6508adv-signal-processing::chunk_001,71,12.501
q03,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,72,12.3753
q03,pdf_0520_professional-ms-cs-worksheet::chunk_001,73,12.1717
q03,pdf_0487_ms--coen-worksheet::chunk_001,74,12.1081
q03,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_003,75,12.0698
q04,pdf_0491_ms-cse-worksheet-new::chunk_002,1,38.4333
q04,pdf_0520_professional-ms-cs-worksheet::chunk_001,2,33.9447
q04,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,3,32.1621
q04,pdf_0519_professional-ms-ai-worksheet::chunk_001,4,31.5777
q04,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,5,30.3757
q04,pdf_0486_ms--arin-worksheet::chunk_002,6,30.075
q04,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_002,7,29.67
q04,pdf_0491_ms-cse-worksheet-new::chunk_001,8,29.6243
q04,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,9,29.032
q04,pdf_0493_ms-egit-csda-worksheet::chunk_002,10,28.4547
q04,pdf_0487_ms--coen-worksheet::chunk_002,11,27.7673
q04,pdf_0494_ms-egit-csec-worksheet::chunk_002,12,27.516
q04,pdf_0492_ms-egit-ait-worksheet::chunk_002,13,27.4944
q04,pdf_0485_minor-in-business-worksheet::chunk_001,14,27.3496
q04,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_002,15,26.4739
q04,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,16,25.061
q04,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,17,24.7475
q04,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_002,18,24.2588
q04,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,19,23.9614
q04,course_0003_CAP_5625::chunk_001,20,23.9282
q04,course_0028_CAP_6673::chunk_001,21,23.9282
q04,course_0023_CAP_6635::chunk_001,22,23.9282
q04,course_0006_CAP_5768::chunk_001,23,23.9282
q04,course_0078_COP_6731::chunk_001,24,23.9282
q04,course_0046_CEN_5035::chunk_001,25,23.9282
q04,pdf_0412_eecs-low-residency-phd-form::chunk_001,26,23.4424
q04,pdf_0516_professional-certificate-big-data-analytics-worksheet::chunk_001,27,23.4216
q04,pdf_0493_ms-egit-csda-worksheet::chunk_001,28,23.1963
q04,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,29,22.8721
q04,pdf_0487_ms--coen-worksheet::chunk_001,30,22.4598
q04,pdf_0499_ms-in-eel-worksheet::chunk_001,31,22.3792
q04,course_0100_COT_6905::chunk_001,32,22.3404
q04,pdf_0486_ms--arin-worksheet::chunk_001,33,22.2118
q04,course_0098_COT_6900::chunk_001,34,22.1589
q04,course_0105_COT_6930::chunk_001,35,21.9807
q04,pdf_0488_ms--dsa--worksheet::chunk_001,36,21.8869
q04,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,37,21.8613
q04,course_0089_COT_5930::chunk_001,38,21.8057
q04,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,39,21.7308
q04,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_002,40,21.5701
q04,pdf_0408_cybersecurity-minor-worksheet::chunk_001,41,21.5166
q04,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_001,42,21.4615
q04,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_001,43,21.2676
q04,pdf_0492_ms-egit-ait-worksheet::chunk_001,44,21.2362
q04,pdf_0499_ms-in-eel-worksheet::chunk_002,45,20.8666
q04,pdf_0494_ms-egit-csec-worksheet::chunk_001,46,20.8657
q04,pdf_0490_ms-computer-science-with-minor-in-business-worksheet::chunk_001,47,20.7848
q04,pdf_0514_professional-certificate-ai-worksheet::chunk_001,48,20.4249
q04,pdf_0488_ms--dsa--worksheet::chunk_002,49,20.282
q04,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,50,20.234
